PSOS_MMW_Name,COUNCIL NAME,WARD CODE,Population_Census_2022-03-20,Area,longitude,latitude,CALENDAR YEAR,CALENDAR MONTH,"Alcohol offences, travelling to and from sporting event",Breach of football banning order,Breach of the peace,Carrying of Knives etc S Act 1993,Drunk in or attempting to enter designated sports ground,Mobbing and rioting,Offensive behaviour at football (OBaFaTBSA 2012),Permitting riotous behaviour in licensed premises,Possession of an offensive weapon,Possession of offensive weapon used in other criminal activity,Public mischief - including wasting police time,Racially aggravated conduct,Racially aggravated harassment,Serious Assault,Sports grounds offences possessing alcohol etc,Stirring up hatred: Racial,Threatening or abusive behaviour,TOTAL DETECTED CRIME
Inverclyde South West,Inverclyde,S13002689,12228.0,44.225,-4.83512,55.91475,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
Inverclyde West,Inverclyde,S13002688,10254.0,6.3659,-4.85418,55.94551,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0
Inverkeithing and Dalgety Bay,Fife,S13002623,17794.0,36.83,-3.33606,56.05554,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
Inverleith,City of Edinburgh,S13002587,30357.0,7.7373,-3.23517,55.96,2021,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
Inverness Central,Highland,S13002676,12171.0,3.6107,-4.24542,57.48227,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0
Inverness Millburn,Highland,S13002678,9537.0,8.6042,-4.21129,57.48007,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Inverness Ness-side,Highland,S13003004,11114.0,10.897,-4.2346,57.442699,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0
Inverness South,Highland,S13002681,16656.0,522.41,-4.0999,57.338,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Inverness West,Highland,S13002675,10175.0,8.7238,-4.26487,57.46524,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Inverurie and District,Aberdeenshire,S13002499,15808.0,45.675,-2.36319,57.2744,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
Irvine East,North Ayrshire,S13002705,12812.0,23.212,-4.59557,55.63551,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0
Irvine South,North Ayrshire,S13003041,10907.0,27.424,-4.6373,55.596588,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0
Irvine Valley,East Ayrshire,S13002558,11453.0,118.71,-4.34248,55.64126,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
Irvine West,North Ayrshire,S13002704,15518.0,8.0288,-4.63587,55.60368,2021,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,17.0
Isle of Bute,Argyll and Bute,S13002523,6070.0,123.85,-5.11116,55.83564,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Jedburgh and District,Scottish Borders,S13002769,9003.0,386.08,-2.51689,55.476341,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",Renfrewshire,S13003083,14896.0,98.927,-4.61446,55.808128,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0
Johnstone South and Elderslie,Renfrewshire,S13003082,17142.0,11.052,-4.50172,55.817692,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Keith and Cullen,Moray,S13002697,9649.0,254.41,-2.84223,57.617,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
Kelso and District,Scottish Borders,S13002768,10212.0,342.86,-2.38532,55.533901,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
Kilbirnie and Beith,North Ayrshire,S13002710,12931.0,50.19,-4.71845,55.77893,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
Kilmarnock East and Hurlford,East Ayrshire,S13002556,14929.0,10.328,-4.46888,55.60801,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0
Kilmarnock North,East Ayrshire,S13002554,13028.0,7.1323,-4.48945,55.63189,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Kilmarnock South,East Ayrshire,S13002557,10793.0,8.4642,-4.51209,55.58422,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0
Kilmarnock West and Crosshouse,East Ayrshire,S13002555,16125.0,17.529,-4.53765,55.61269,2021,10,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,29.0
Kilpatrick,West Dunbartonshire,S13002817,11607.0,23.85,-4.4331,55.94976,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0
Kilsyth,North Lanarkshire,S13002712,12747.0,58.219,-4.0544,55.99135,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
Kilwinning,North Ayrshire,S13002706,16982.0,52.121,-4.69895,55.67282,2021,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0
Kincorth/Nigg/Cove,Aberdeen City,S13002488,16102.0,15.058,-2.08737,57.10744,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0
Kingswells/Sheddocksley/Summerhill,Aberdeen City,S13002478,14523.0,14.289,-2.2122,57.15856,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Kinross-shire,Perth and Kinross,S13002745,14119.0,273.82,-3.44398,56.22882,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Kintyre and the Islands,Argyll and Bute,S13002517,6353.0,1625.7,-6.17158,55.759499,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Kirkcaldy Central,Fife,S13002629,14885.0,3.7498,-3.17648,56.11985,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,17.0,23.0
Kirkcaldy East,Fife,S13002630,15275.0,10.856,-3.13728,56.13509,2021,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,28.0,35.0
Kirkcaldy North,Fife,S13002628,16446.0,4.9556,-3.19185,56.13286,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Kirkintilloch East and North and Twechar,East Dunbartonshire,S13002907,15851.0,19.72,-4.11506,55.944832,2021,10,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0
Kirkwall East,Orkney Islands,S13002732,4946.0,23.77,-2.92484,58.983688,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirkwall West and Orphir,Orkney Islands,S13002733,4399.0,73.93,-3.06937,58.961399,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirriemuir & Dean,Angus,S13002508,10559.0,816.38,-3.11692,56.74365,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0
Kyle,South Ayrshire,S13002784,13111.0,134.33,-4.51184,55.53899,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Langside,Glasgow City,S13002647,30239.0,4.659,-4.26302,55.82499,2021,10,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,22.0
Larkhall,South Lanarkshire,S13002806,19031.0,54.948,-3.98656,55.72558,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Leaderdale and Melrose,Scottish Borders,S13002765,11391.0,358.96,-2.7248,55.706478,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0
Leith,City of Edinburgh,S13002595,23531.0,4.9759,-3.17008,55.97694,2021,10,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,18.0
Leith Walk,City of Edinburgh,S13002594,33173.0,2.6637,-3.18342,55.96565,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,19.0
Lenzie & Kirkintilloch South,East Dunbartonshire,S13002568,16095.0,11.097,-4.13783,55.92548,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Lerwick North,Shetland Islands,S13002777,3055.0,39.776,-1.09739,60.144341,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Lerwick South,Shetland Islands,S13002778,4002.0,7.817,-1.18731,60.140751,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leven,West Dunbartonshire,S13002815,18018.0,19.489,-4.52538,55.9847,2021,10,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,13.0
"Leven, Kennoway and Largo",Fife,S13002639,19500.0,48.623,-2.99256,56.22183,2021,10,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,14.0
Liberton/Gilmerton,City of Edinburgh,S13002598,37672.0,14.74,-3.14753,55.91019,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0
Linlithgow,West Lothian,S13002820,14692.0,62.307,-3.57407,55.9636,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Linn,Glasgow City,S13002641,28638.0,11.146,-4.2392,55.80201,2021,10,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,14.0,25.0
Livingston North,West Lothian,S13002822,22926.0,11.098,-3.55232,55.900501,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0
Livingston South,West Lothian,S13002823,24207.0,16.553,-3.51626,55.87698,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,19.0
Loch a Tuath,Western Isles - Eilean Siar,S13002607,2691.0,206.47,-6.37571,58.276772,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lochar,Dumfries and Galloway,S13002540,13482.0,197.82,-3.54894,55.11182,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Lochee,Dundee City,S13002546,19722.0,10.576,-3.0473,56.473412,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0
"Lochgelly, Cardenden and Benarty",Fife,S13002952,18670.0,47.904,-3.26376009,56.1432991,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Lomond,West Dunbartonshire,S13002814,11213.0,74.34,-4.56761,56.03442,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0
Lomond North,Argyll and Bute,S13002524,7546.0,381.27,-4.73788,56.115139,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Lower Braes,Falkirk,S13002616,15063.0,11.725,-3.70771,55.99256,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,12.0
Lower Deeside,Aberdeen City,S13002484,16189.0,46.679,-2.26813,57.11194,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Maryfield,Dundee City,S13002549,17968.0,3.7582,-2.95928,56.470531,2021,10,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,28.0,40.0
Maryhill,Glasgow City,S13002981,20313.0,4.9905,-4.29748,55.89785,2021,10,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,16.0
"Maybole, North Carrick and Coylton",South Ayrshire,S13002785,11431.0,328.01,-4.67049,55.33704,2021,10,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,13.0
Mearns,Aberdeenshire,S13002507,15770.0,452.42,-2.44749,56.86621,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
Mid Argyll,Argyll and Bute,S13002518,7768.0,822.95,-5.39327,56.103481,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
Mid Berwickshire,Scottish Borders,S13002766,10645.0,621.31,-2.41451,55.780071,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Mid Formartine,Aberdeenshire,S13002496,14652.0,231.26,-2.23959,57.39601,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Mid Galloway and Wigtown West,Dumfries and Galloway,S13002881,13122.0,1424.3,-4.69573,54.918598,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Mid and Upper Nithsdale,Dumfries and Galloway,S13002539,10163.0,862.83,-3.84126,55.27825,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Midlothian East,Midlothian,S13002694,15905.0,84.953,-2.9899,55.87266,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Midlothian South,Midlothian,S13002695,16181.0,132.97,-3.08351,55.81145,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Midlothian West,Midlothian,S13002693,17779.0,40.059,-3.18596,55.86169,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0
Midstocket/Rosemount,Aberdeen City,S13002482,14933.0,3.3197,-2.12937,57.15196,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,14.0
Milngavie,East Dunbartonshire,S13002562,12951.0,22.578,-4.34237,55.95537,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Monifieth & Sidlaw,Angus,S13002829,17301.0,154.57,-3.02318,56.52284,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Montrose & District,Angus,S13002874,15166.0,90.492,-2.52243,56.748981,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0
Morningside,City of Edinburgh,S13002928,32094.0,6.2023,-3.20386,55.92165,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,9.0
Mossend and Holytown,North Lanarkshire,S13002726,13601.0,11.123,-3.97749,55.82195,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,16.0
Motherwell North,North Lanarkshire,S13002728,18049.0,9.2719,-3.95987,55.80814,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,27.0
Motherwell South East and Ravenscraig,North Lanarkshire,S13002729,20920.0,12.635,-3.96308,55.78306,2021,10,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,32.0,49.0
Motherwell West,North Lanarkshire,S13002727,14597.0,6.1261,-4.01882,55.7943,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,11.0
Murdostoun,North Lanarkshire,S13002730,18578.0,15.822,-3.90317,55.79661,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0
Musselburgh,East Lothian,S13002908,21695.0,11.975,-3.0618,55.932781,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,10.0
Na Hearadh agus Ceann a Deas nan Loch,Western Isles - Eilean Siar,S13002602,1800.0,660.1,-6.88993,57.853489,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nairn and Cawdor,Highland,S13003007,12585.0,434.61,-3.86259,57.46719,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Newlands/Auldburn,Glasgow City,S13002642,24392.0,10.029,-4.31079,55.82392,2021,10,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,16.0,23.0
Newton Mearns North and Neilston,East Renfrewshire,S13002915,16708.0,44.509,-4.39048,55.75272,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Newton Mearns South and Eaglesham,East Renfrewshire,S13002918,24015.0,77.971,-4.30378,55.736992,2021,10,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,9.0
Nith,Dumfries and Galloway,S13002541,13056.0,47.692,-3.52646,54.99288,2021,10,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,26.0,38.0
North Berwick Coastal,East Lothian,S13002574,14954.0,95.245,-2.7501,56.01998,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
North Coast and Cumbraes,North Ayrshire,S13002711,24700.0,151.74,-4.81075,55.82081,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
North East - Glasgow,Glasgow City,S13002987,20433.0,14.99,-4.1299,55.872929,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0
North East - Tayside,Dundee City,S13002830,15995.0,14.99,-2.92944,56.492352,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0
North Isles - Orkney,Orkney Islands,S13002737,2215.0,404.48,-2.58323,59.248489,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Isles - Shetland,Shetland Islands,S13002772,2657.0,466.62,-1.09257,60.61478,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Kincardine,Aberdeenshire,S13002505,16458.0,110.43,-2.193,57.05326,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,9.0
North West Dumfries,Dumfries and Galloway,S13002538,13958.0,8.6758,-3.63258,55.07754,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,27.0
"North, West and Central Sutherland",Highland,S13002662,5791.0,4820.2,-4.58753,58.24654,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northfield/Mastrick North,Aberdeen City,S13002479,15690.0,3.1319,-2.15608,57.16437,2021,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0
Oban North and Lorn,Argyll and Bute,S13002520,10320.0,1584.3,-5.15265,56.396431,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Oban South and the Isles,Argyll and Bute,S13002519,10200.0,1107.5,-5.87131,56.470852,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0
Paisley East and Central,Renfrewshire,S13003079,14022.0,5.0657,-4.399,55.835579,2021,10,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,19.0
Paisley North East and Ralston,Renfrewshire,S13003077,11321.0,3.9091,-4.3943,55.847252,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0
Paisley North West,Renfrewshire,S13002753,19944.0,12.15,-4.44741,55.85566,2021,10,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,30.0
Paisley South East,Renfrewshire,S13003080,11846.0,6.9874,-4.41556,55.823479,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
Paisley South West,Renfrewshire,S13002755,15777.0,11.604,-4.4637,55.81776,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
Partick East/Kelvindale,Glasgow City,S13002989,30410.0,3.9161,-4.30537,55.880428,2021,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,16.0
Penicuik,Midlothian,S13002690,13444.0,73.619,-3.27462,55.82297,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Pentland Hills,City of Edinburgh,S13002584,32336.0,80.238,-3.34487,55.87916,2021,10,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0
Perth City Centre,Perth and Kinross,S13002749,17657.0,10.107,-3.43763,56.40712,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,16.0,21.0
Perth City North,Perth and Kinross,S13002748,12379.0,4.5806,-3.46411,56.41085,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
